source_ref,manufacturer,brand,product_name,gtin,manufacturer_mpn,modality,lens_type,pack_quantity,material,water_content,replacement_days,availability,lead_time_days,price_eur,special_price_eur,image_url,description,source_url,param_mode,param_source,min_order_model,min_boxes_single_eye,min_boxes_both_per_eye
precision1,Alcon,Precision1,Precision1 Daily Disposable Contact Lenses (30 pack),,,DAILY,SPHERICAL,30,verofilcon A,,1,IN_STOCK,,26.95,15.11,catalog/contact-lenses/PRECISION1/01_hero.jpg,"Precision1 (verofilcon A) one-day soft contact lenses by Alcon. 30 lenses per box, for single-use daily wear. Base curve 8.3 mm, diameter 14.2 mm. Sphere powers -0.50 to -12.00.",,RULES,owner-2026-09-02,Precision 1,12,6
